partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank),interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces
531,20794,12,554,18642,2152,2765,0,0,0,709
532,20600,16,554,18009,2591,3192,0,0,0,0
533,20788,12,547,18355,2433,3152,0,0,0,0
534,20760,10,461,18916,1844,2396,0,0,0,700
535,20767,17,529,18199,2568,3278,0,0,0,0
536,20700,17,492,18294,2406,3086,0,0,0,0
537,20765,10,581,18909,1856,2422,0,0,0,648
538,20727,15,581,18361,2366,3078,0,0,0,0
539,20709,14,529,18355,2354,2966,0,0,0,0
540,20627,13,483,18121,2506,3096,0,0,0,0
541,20880,15,483,18537,2343,2998,0,0,0,0
542,20804,20,614,18227,2577,3348,0,0,0,0
543,20633,17,614,17971,2662,3310,0,0,0,0
544,20843,17,498,18310,2533,3322,0,0,0,0
545,20727,20,705,17750,2977,3800,0,0,0,0
546,20739,17,678,18145,2594,3258,0,0,0,0
547,20757,14,705,18171,2586,3246,0,0,0,0
548,20803,18,565,18302,2501,3222,0,0,0,0
549,20660,16,641,18139,2521,3148,0,0,0,0
550,20799,14,522,18411,2388,3034,0,0,0,0
551,20802,13,720,18338,2464,3088,0,0,0,0
552,20747,17,571,18159,2588,3342,0,0,0,0
553,20879,15,542,18561,2318,3018,0,0,0,0
554,20762,16,542,18407,2355,3008,0,0,0,0
555,20771,16,444,18387,2384,2988,0,0,0,0
556,20916,14,647,18464,2452,3264,0,0,0,0
557,20783,16,647,18186,2597,3226,0,0,0,0
558,20673,16,371,18325,2348,3080,0,0,0,0
559,20703,14,464,18329,2374,3112,0,0,0,0
560,20773,18,507,18271,2502,3228,0,0,0,0
561,20733,14,507,18253,2480,3186,0,0,0,0
562,20943,16,674,18621,2322,3064,0,0,0,0
563,20709,15,674,18084,2625,3394,0,0,0,0
564,20693,18,499,18135,2558,3248,0,0,0,0
565,20745,17,416,18416,2329,3148,0,0,0,0
566,20740,15,499,18272,2468,3138,0,0,0,0
567,20757,19,632,18223,2534,3206,0,0,0,0
568,20742,15,632,18186,2556,3280,0,0,0,0
569,20617,15,604,18102,2515,3146,0,0,0,0
570,20912,19,604,18413,2499,3274,0,0,0,0
571,20782,14,571,18300,2482,3192,0,0,0,0
572,20639,18,532,18084,2555,3198,0,0,0,0
573,20653,17,571,18015,2638,3328,0,0,0,0
574,20814,16,542,18415,2399,3142,0,0,0,0
575,20875,18,486,18502,2373,3136,0,0,0,0
576,20833,16,610,18294,2539,3286,0,0,0,0
577,20718,19,689,18054,2664,3394,0,0,0,0
578,20737,16,495,18224,2513,3140,0,0,0,0
579,20717,14,491,18370,2347,3014,0,0,0,0
580,20674,12,670,18257,2417,3124,0,0,0,0
581,20717,14,670,18405,2312,3034,0,0,0,0
582,20804,16,552,18329,2475,3294,0,0,0,0
583,20801,13,485,18434,2367,3156,0,0,0,0
584,20646,18,558,17829,2817,3494,0,0,0,0
585,20835,17,460,18448,2387,3130,0,0,0,0
586,20783,16,582,18339,2444,3248,0,0,0,0
587,20590,14,582,18185,2405,3030,0,0,0,0
588,20687,16,450,18344,2343,3050,0,0,0,0
589,20829,15,684,18434,2395,3138,0,0,0,0
590,20631,17,684,17959,2672,3414,0,0,0,0
591,20672,16,449,18283,2389,3006,0,0,0,0
592,20667,18,476,18246,2421,3112,0,0,0,0
593,20909,15,476,18544,2365,3126,0,0,0,0
594,20775,16,356,18474,2301,2938,0,0,0,0
595,20668,15,525,18050,2618,3214,0,0,0,0
596,20800,14,585,18444,2356,3018,0,0,0,0
597,20868,15,585,18383,2485,3242,0,0,0,0
598,20637,18,557,18185,2452,3070,0,0,0,0
599,20946,16,525,18517,2429,3202,0,0,0,0
600,20788,15,543,18433,2355,2968,0,0,0,0
601,20573,17,585,18053,2520,3152,0,0,0,0
602,20835,15,585,18498,2337,2988,0,0,0,0
603,20747,12,463,18387,2360,3038,0,0,0,0
604,20743,15,463,18305,2438,3114,0,0,0,0
605,20642,18,534,17975,2667,3408,0,0,0,0
606,20820,16,534,18360,2460,3140,0,0,0,0
607,20692,17,557,18117,2575,3314,0,0,0,0
608,20661,16,557,18125,2536,3212,0,0,0,0
609,20702,15,553,18228,2474,3200,0,0,0,0
610,20739,16,553,18129,2610,3350,0,0,0,0
611,20914,15,689,18520,2394,3160,0,0,0,0
612,20695,15,535,18186,2509,3102,0,0,0,0
613,20872,14,535,18604,2268,2984,0,0,0,0
614,20753,16,490,18226,2527,3178,0,0,0,0
615,20723,15,525,18358,2365,3008,0,0,0,0
616,20662,18,567,18182,2480,3338,0,0,0,0
617,20732,15,468,18368,2364,3034,0,0,0,0
618,20633,17,355,18184,2449,3068,0,0,0,0
619,20835,15,491,18392,2443,3178,0,0,0,0
620,20700,16,491,18395,2305,2920,0,0,0,0
621,20705,16,525,18285,2420,3094,0,0,0,0
622,20815,15,366,18469,2346,3032,0,0,0,0
623,20798,16,390,18422,2376,3064,0,0,0,0
624,20919,18,459,18479,2440,3224,0,0,0,0
625,20720,11,560,18601,2119,2699,0,0,0,341
626,20757,10,560,18776,1981,2587,0,0,0,381
627,20768,10,577,18652,2116,2591,0,0,0,419
628,20590,12,581,18226,2364,2964,0,0,0,294
629,20770,13,581,18574,2196,2787,0,0,0,359
630,20857,16,445,18377,2480,3204,0,0,0,0
631,20690,16,445,18278,2412,3134,0,0,0,0
632,20671,16,462,18108,2563,3158,0,0,0,0
633,20681,15,567,18250,2431,3130,0,0,0,0
634,20819,17,477,18197,2622,3304,0,0,0,0
635,20795,14,443,18314,2481,3168,0,0,0,0
636,20767,15,612,18267,2500,3284,0,0,0,0
637,20723,15,453,18234,2489,3200,0,0,0,0
638,20766,15,603,18263,2503,3204,0,0,0,0
639,20737,12,518,18214,2523,3211,0,0,0,119
640,20731,14,499,18283,2448,3100,0,0,0,0
641,20894,12,518,18907,1987,2645,0,0,0,493
642,20735,14,518,18437,2298,2952,0,0,0,0
643,20755,10,765,18547,2208,2922,0,0,0,336
644,20669,11,765,18432,2237,2748,0,0,0,420
645,20765,11,518,18616,2149,2706,0,0,0,424
646,20732,15,612,18224,2508,3206,0,0,0,0
647,20749,11,483,18670,2079,2609,0,0,0,377
648,20758,9,700,19123,1635,2134,0,0,0,1052
649,20716,10,700,18632,2084,2696,0,0,0,412
650,20720,11,623,18734,1986,2544,0,0,0,624
651,20710,16,623,18315,2395,3062,0,0,0,0
652,20783,11,552,18802,1981,2535,0,0,0,447
653,20710,9,552,19046,1664,2117,0,0,0,889
654,20792,17,467,18281,2511,3254,0,0,0,0
655,20736,14,671,18216,2520,3239,0,0,0,251
656,20715,10,646,18748,1967,2559,0,0,0,545
657,20677,16,426,18188,2489,3126,0,0,0,0
658,20739,13,691,18042,2697,3434,0,0,0,232
659,20755,11,539,18771,1984,2519,0,0,0,475
660,20880,16,539,18447,2433,3154,0,0,0,70
661,20715,12,576,18689,2026,2609,0,0,0,641
662,20776,16,576,18120,2656,3390,0,0,0,0
663,20759,10,470,18820,1939,2499,0,0,0,473
664,20769,12,671,18406,2363,3046,0,0,0,0
665,20784,13,438,18498,2286,2982,0,0,0,0
666,20866,8,521,18972,1894,2562,0,0,0,372
667,20759,13,521,18445,2314,2971,0,0,0,225
668,20629,19,469,18004,2625,3278,0,0,0,0
669,20785,16,453,18420,2365,2970,0,0,0,0
670,20708,17,571,18311,2397,3134,0,0,0,0
671,20713,11,501,18706,2007,2581,0,0,0,397
672,20699,9,501,18746,1953,2528,0,0,0,508
673,20772,15,571,18421,2351,3052,0,0,0,0
674,20767,11,612,18571,2196,2848,0,0,0,330
675,20760,18,466,18369,2391,3084,0,0,0,0
676,20785,13,469,18417,2368,3050,0,0,0,0
677,20723,15,499,18341,2382,3002,0,0,0,0
678,20602,12,565,18063,2539,3192,0,0,0,0
679,20707,17,500,18320,2387,3022,0,0,0,0
680,20691,17,394,18234,2457,3088,0,0,0,0
681,20817,18,537,18163,2654,3450,0,0,0,0
682,20699,15,569,18233,2466,3220,0,0,0,0
683,20671,17,569,18188,2483,3154,0,0,0,0
684,20735,18,691,18024,2711,3460,0,0,0,0
685,20748,12,600,18400,2348,3056,0,0,0,0
686,20765,12,557,18643,2122,2747,0,0,0,245
687,20749,16,439,18069,2680,3456,0,0,0,0
688,20749,8,673,18869,1880,2457,0,0,0,607
689,20735,11,673,18586,2149,2786,0,0,0,408
690,20740,12,612,18579,2161,2824,0,0,0,314
691,20740,7,572,18713,2027,2596,0,0,0,490
692,20744,16,572,18267,2477,3178,0,0,0,0
693,20779,13,526,18658,2121,2791,0,0,0,319
694,20782,8,501,19149,1633,2131,0,0,0,875
695,20691,8,594,18994,1697,2141,0,0,0,867
696,20729,10,594,18581,2148,2771,0,0,0,397
697,20709,12,557,18567,2142,2765,0,0,0,481
698,20719,13,435,18455,2264,2818,0,0,0,140
699,20780,13,474,18688,2092,2663,0,0,0,555
700,20817,14,473,18469,2348,3010,0,0,0,0
701,20725,17,571,18219,2506,3256,0,0,0,0
702,20704,12,440,18620,2084,2672,0,0,0,268
703,20602,13,492,18434,2168,2662,0,0,0,346
704,20571,16,604,18002,2569,3262,0,0,0,0
705,20943,16,604,18520,2423,3144,0,0,0,0
706,20738,16,497,18296,2442,3104,0,0,0,0
707,20865,18,437,18296,2569,3294,0,0,0,0
708,20827,9,440,18888,1939,2486,0,0,0,462
709,20699,12,660,18564,2135,2777,0,0,0,295
710,20622,17,609,18144,2478,3090,0,0,0,0
711,20782,10,619,18944,1838,2493,0,0,0,475
712,20817,12,619,18594,2223,2893,0,0,0,497
713,20759,8,558,18816,1943,2577,0,0,0,507
714,20666,11,404,18569,2097,2681,0,0,0,333
715,20731,18,497,18297,2434,3166,0,0,0,0
716,20654,16,434,18141,2513,3150,0,0,0,0
717,20822,15,558,18505,2317,3046,0,0,0,0
718,20672,14,517,18321,2351,2934,0,0,0,0
719,20867,17,565,18355,2512,3230,0,0,0,0
720,20588,18,491,18179,2409,3050,0,0,0,0
721,20864,16,497,18451,2413,3120,0,0,0,0
722,20711,18,491,18095,2616,3312,0,0,0,0
723,20884,16,450,18498,2386,3140,0,0,0,0
724,20735,15,541,18092,2643,3358,0,0,0,0
725,20745,15,541,18337,2408,3044,0,0,0,0
726,20781,19,759,18217,2564,3352,0,0,0,0
727,20765,16,759,18202,2563,3324,0,0,0,0
728,20676,18,563,18131,2545,3190,0,0,0,0
729,20747,9,418,19148,1599,1777,0,0,1213,0
730,20761,18,432,18154,2607,3117,0,0,323,0
731,20693,22,555,18010,2683,3404,0,0,0,0
732,20714,11,459,18738,1976,2228,0,0,998,0
733,20669,9,573,18891,1778,1978,0,0,984,0
734,20812,13,573,18671,2141,2499,0,0,771,0
735,20733,7,395,19104,1629,1815,0,0,1277,0
736,20638,16,432,18117,2521,3082,0,0,0,0
737,20713,12,370,18710,2003,2278,0,0,742,0
738,20595,20,484,18231,2364,2958,0,0,0,0
739,20840,13,425,18584,2256,2677,0,0,673,0
740,20640,9,515,18759,1881,2092,0,0,1204,0
741,20683,8,351,19212,1471,1624,0,0,1358,0
742,20708,11,412,18932,1776,2012,0,0,1120,0
743,20778,9,412,19120,1658,1864,0,0,1322,0
744,20647,20,484,18053,2594,3198,0,0,0,0
745,20715,9,415,19150,1565,1737,0,0,1181,0
746,20757,10,452,18904,1853,2109,0,0,909,0
747,20697,10,488,19168,1529,1679,0,0,1343,0
748,20808,11,488,18844,1964,2270,0,0,1012,0
749,20685,11,541,18827,1858,2047,0,0,1135,0
750,20801,8,541,19194,1607,1788,0,0,1238,0
751,20678,9,573,18817,1861,2019,0,0,1179,0
752,20833,18,573,18540,2293,2760,0,0,524,0
753,20741,9,404,19171,1570,1749,0,0,1485,0
754,20755,10,535,18882,1873,2160,0,0,818,0
755,20634,13,535,18429,2205,2602,0,0,816,0
756,20777,17,529,18242,2535,3240,0,0,0,0
757,20708,13,529,18366,2342,2994,0,0,0,0
758,20721,14,531,18278,2443,3156,0,0,0,0
759,20716,18,531,18025,2691,3440,0,0,0,0
760,20630,13,461,18097,2533,3154,0,0,0,0
761,20744,17,461,18415,2329,2984,0,0,0,0
762,20719,16,485,18258,2461,3210,0,0,0,0
763,20825,16,609,18199,2626,3288,0,0,0,0
764,20792,14,609,18440,2352,3052,0,0,0,0
765,20734,17,522,18036,2698,3432,0,0,0,0
766,20721,14,522,18280,2441,3070,0,0,0,0
767,20711,14,562,18058,2653,3360,0,0,0,0
768,20750,16,562,18089,2661,3464,0,0,0,0
769,20753,15,603,18233,2520,3290,0,0,0,0
770,20766,17,603,18432,2334,2998,0,0,0,0
771,20636,18,508,18013,2623,3242,0,0,0,0
772,20649,16,425,18160,2489,3032,0,0,0,0
773,20868,15,445,18446,2422,3122,0,0,0,0
774,20756,15,428,18356,2400,3036,0,0,0,0
775,20742,14,365,18425,2317,2924,0,0,0,0
776,20887,18,442,18488,2399,3064,0,0,0,0
777,20580,22,442,17950,2630,3226,0,0,0,0
778,20731,8,452,19184,1547,1711,0,0,1593,0
779,20737,11,452,18990,1747,2003,0,0,1159,0
780,20598,12,442,18753,1845,2054,0,0,1006,0
781,20801,13,442,18512,2289,2703,0,0,749,0
782,20732,9,390,19140,1592,1741,0,0,1191,0
783,20705,9,431,18930,1775,1946,0,0,1262,0
784,20612,6,562,18960,1652,1802,0,0,1148,0
785,20782,9,504,18907,1875,2153,0,0,1147,0
786,20755,19,440,18298,2457,3134,0,0,0,0
787,20809,9,526,19023,1786,2028,0,0,1348,0
788,20618,11,526,18839,1779,2006,0,0,1142,0
789,20837,20,478,18392,2445,3144,0,0,0,0
790,20708,10,579,18525,2183,2565,0,0,817,0
791,20705,9,579,18848,1857,2031,0,0,1151,0
792,20716,10,522,19096,1620,1802,0,0,1432,0
793,20826,16,522,18337,2489,3009,0,0,755,0
794,20620,10,508,18915,1705,1895,0,0,1511,0
795,20879,11,508,18565,2314,2796,0,0,576,0
796,20809,10,459,18934,1875,2151,0,0,1011,0
797,20819,13,398,18812,2007,2354,0,0,914,0
798,20802,18,371,18466,2336,3016,0,0,0,0
799,20679,10,415,18984,1695,1858,0,0,1372,0
800,20716,8,415,19022,1694,1849,0,0,1289,0
801,20739,16,453,18310,2429,3018,0,0,0,208
802,20763,12,386,19087,1676,1886,0,0,1418,0
803,20793,9,627,18852,1941,2192,0,0,1038,66
804,20665,6,627,19387,1278,1397,0,0,1082,727
805,20749,9,466,19107,1642,1862,0,0,1374,0
806,20694,9,466,19064,1630,1878,0,0,615,713
807,20744,7,505,19131,1613,1795,0,0,1465,0
808,20611,13,505,18270,2341,2696,0,0,858,0
809,20837,18,455,18350,2487,3138,0,0,0,0
810,20698,10,479,19095,1603,1739,0,0,1209,0
811,20844,17,479,18306,2538,3048,0,0,564,0
812,20800,9,454,19096,1704,1924,0,0,1172,0
813,20780,8,442,19171,1609,1784,0,0,1196,0
814,20702,14,494,18411,2291,2830,0,0,194,286
815,20748,6,494,19394,1354,1461,0,0,1076,445
816,20748,7,536,19164,1584,1750,0,0,1338,0
817,20838,20,377,18351,2487,3172,0,0,0,0
818,20634,10,536,18865,1769,2055,0,0,574,775
819,20887,10,527,18706,2181,2616,0,0,768,0
820,20635,12,527,18596,2039,2320,0,0,1030,0
821,20819,9,433,19181,1638,1841,0,0,1209,0
822,20672,8,433,19096,1576,1737,0,0,1309,0
823,20679,20,589,18133,2546,3118,0,0,0,0
824,20861,13,589,18647,2214,2762,0,0,0,444
825,20707,9,368,19169,1538,1677,0,0,1350,231
826,20755,5,415,19482,1273,1418,0,0,1125,565
827,20798,10,415,19081,1717,1929,0,0,1327,0
828,20709,15,485,18196,2513,3188,0,0,0,0
829,20760,16,446,18291,2469,3148,0,0,0,0
830,20766,17,485,18379,2387,3066,0,0,0,0
831,20748,15,366,18387,2361,3068,0,0,0,0
832,20771,17,645,18061,2710,3464,0,0,0,0
833,20738,19,645,18054,2684,3416,0,0,0,0
834,20746,18,519,18250,2496,3140,0,0,0,0
835,20677,17,588,17957,2720,3370,0,0,0,0
836,20736,16,588,18210,2526,3234,0,0,0,0
837,20677,12,343,18648,2029,2576,0,0,0,392
838,20689,14,468,18276,2413,3060,0,0,0,0
839,20657,12,705,18420,2237,2769,0,0,0,437
840,20747,14,705,18314,2433,3138,0,0,0,48
841,20766,13,573,18232,2534,3280,0,0,0,0
842,20746,14,543,18353,2393,3090,0,0,0,0
843,20705,12,517,18690,2015,2558,0,0,0,484
844,20677,11,517,18547,2130,2777,0,0,0,317
845,20742,11,511,18587,2155,2822,0,0,0,420
846,20724,17,680,18030,2694,3460,0,0,0,0
847,20754,15,680,18310,2444,3126,0,0,0,0
848,20709,16,494,18062,2647,3290,0,0,0,0
849,20711,11,494,18455,2256,2845,0,0,0,313
850,20724,11,632,18724,2000,2682,0,0,0,406
851,20711,10,632,18567,2144,2738,0,0,0,394
852,20745,16,410,18414,2331,2998,0,0,0,0
853,20738,12,468,18346,2392,3084,0,0,0,0
854,20728,17,427,18347,2381,3154,0,0,0,0
855,20620,15,471,18026,2594,3296,0,0,0,0
856,20732,16,410,18261,2471,3146,0,0,0,0
857,20794,13,565,18553,2241,2859,0,0,0,257
858,20944,14,565,18860,2084,2754,0,0,0,322
859,20836,14,514,18528,2308,2990,0,0,0,0
860,20667,12,497,18556,2111,2676,0,0,0,558
861,20731,15,514,18068,2663,3464,0,0,0,0
862,20733,14,699,18446,2287,2909,0,0,0,587
863,20723,9,699,18677,2046,2691,0,0,0,293
864,20733,9,350,19065,1668,1867,0,0,1259,0
865,20715,5,350,19543,1172,1305,0,0,1181,464
866,20683,14,720,18495,2188,2795,0,0,0,301
867,20606,10,433,18687,1919,2204,0,0,800,650
868,20614,10,501,18718,1896,2136,0,0,1202,0
869,20732,6,501,19396,1336,1527,0,0,872,607
870,20696,8,461,19058,1638,1770,0,0,1416,0
871,20637,8,417,19030,1607,1857,0,0,995,0
872,20746,13,461,18406,2340,2769,0,0,553,0
873,20702,9,410,19143,1559,1700,0,0,1218,0
874,20749,10,410,19124,1625,1786,0,0,1052,0
875,20583,20,423,17913,2670,3228,0,0,0,0
876,20815,9,447,19229,1586,1800,0,0,1430,0
877,20869,21,494,18199,2670,3406,0,0,0,0
878,20770,14,520,18311,2459,3112,0,0,0,0
879,20659,11,396,18983,1676,1832,0,0,1258,0
880,20656,9,341,19080,1576,1731,0,0,1241,0
881,20740,7,396,19173,1567,1743,0,0,1369,0
882,20633,22,505,18099,2534,3170,0,0,0,0
883,20822,17,396,18399,2423,3090,0,0,0,0
884,20714,13,420,18244,2470,3182,0,0,0,0
885,20778,14,505,18213,2565,3176,0,0,0,0
886,20565,12,641,18239,2326,2665,0,0,829,0
887,20803,8,641,19101,1702,1929,0,0,1241,0
888,20711,8,353,19046,1665,1857,0,0,1135,0
889,20725,12,544,18894,1831,2091,0,0,1197,0
890,20743,10,353,19148,1595,1789,0,0,1125,0
891,20706,16,645,18243,2463,3124,0,0,0,0
892,20683,16,645,18107,2576,3226,0,0,0,0
893,20729,16,649,18264,2465,3190,0,0,0,0
894,20667,19,649,18022,2645,3246,0,0,0,0
895,20741,11,646,18279,2462,3192,0,0,0,172
896,20609,13,515,18383,2226,2779,0,0,0,269
897,20745,13,646,18324,2421,3137,0,0,0,125
898,20829,10,720,18641,2188,2781,0,0,0,379
899,20650,11,492,18544,2106,2633,0,0,0,397
900,20654,11,460,18861,1793,1975,0,0,1223,0
901,20777,8,525,19101,1676,1874,0,0,1304,0
902,20619,10,482,18770,1849,2003,0,0,1101,0
903,20706,9,377,19025,1681,1861,0,0,1035,0
904,20627,9,446,18895,1732,1928,0,0,1320,0
905,20690,8,446,18984,1706,1841,0,0,1245,0
906,20819,8,361,19206,1613,1797,0,0,1293,0
907,20675,10,525,18895,1780,1906,0,0,1120,0
908,20762,8,413,19186,1576,1780,0,0,992,0
909,20775,17,646,18081,2694,3330,0,0,0,0
910,20754,16,457,18398,2356,3054,0,0,0,0
911,20716,16,560,18223,2493,3162,0,0,0,0
912,20712,14,560,18383,2329,2972,0,0,0,0
913,20813,16,667,18385,2428,3098,0,0,0,0
914,20597,14,667,18069,2528,3160,0,0,0,0
915,20839,17,509,18509,2330,3006,0,0,0,0
916,20776,17,509,18267,2509,3120,0,0,0,0
917,20599,20,559,17864,2735,3352,0,0,0,0
918,20747,17,646,18351,2396,3136,0,0,0,0
919,20697,13,529,18602,2095,2613,0,0,0,587
920,20840,15,525,18662,2178,2724,0,0,0,404
921,20641,16,559,18038,2603,3166,0,0,0,0
922,20773,16,460,18360,2413,2956,0,0,0,0
923,20703,8,556,18993,1710,2030,0,0,429,755
924,20694,11,455,18742,1952,2399,0,0,0,595
925,20783,16,637,18176,2607,3284,0,0,0,0
926,20720,14,637,18331,2389,3084,0,0,0,0
927,20683,11,405,18923,1760,1952,0,0,1086,0
928,20645,11,381,18891,1754,1935,0,0,1159,0
929,20689,6,381,19379,1310,1442,0,0,856,536
930,20762,6,376,19574,1188,1331,0,0,1140,487
931,20742,11,368,19236,1506,1699,0,0,1149,0
932,20665,7,427,19096,1569,1731,0,0,1207,0
933,20772,9,408,19107,1665,1847,0,0,1141,0
934,20602,6,556,19095,1507,1647,0,0,970,483
935,20741,7,544,19117,1624,1827,0,0,1149,0
936,20774,9,484,18940,1834,2097,0,0,1245,0
937,20666,9,452,18949,1717,1868,0,0,1140,0
938,20682,10,332,19067,1615,1781,0,0,1167,0
939,20689,11,429,18861,1828,2076,0,0,942,0
940,20564,9,535,18687,1877,2151,0,0,897,0
941,20723,8,479,19106,1617,1781,0,0,1257,0
942,20846,14,413,18531,2315,2755,0,0,521,0
943,20750,15,535,18384,2366,2706,0,0,838,0
944,20668,7,437,19095,1573,1698,0,0,1292,0
945,20790,10,428,19144,1646,1830,0,0,1118,0
946,20726,9,428,19042,1684,1843,0,0,1117,0
947,20565,19,455,18054,2511,3076,0,0,0,0
948,20766,15,484,18529,2237,2662,0,0,730,0
949,20634,10,534,18845,1789,1968,0,0,994,0
950,20700,9,515,18821,1879,2110,0,0,1166,0
951,20725,19,525,18367,2358,3048,0,0,0,0
952,20671,12,479,18571,2100,2404,0,0,774,0
953,20748,9,479,19007,1741,1956,0,0,1076,0
954,20767,13,529,18321,2446,3122,0,0,0,0
955,20729,14,529,18300,2429,3170,0,0,0,0
956,20700,17,419,18093,2607,3374,0,0,0,0
957,20672,17,424,18124,2548,3306,0,0,0,0
958,20766,18,513,18159,2607,3356,0,0,0,0
959,20710,15,513,18373,2337,3028,0,0,0,0
960,20787,18,497,18423,2364,3010,0,0,0,0
961,20682,17,383,18228,2454,3064,0,0,0,0
962,20743,14,424,18349,2394,3118,0,0,0,0
963,20896,19,567,18639,2257,2994,0,0,0,0
964,20701,20,567,18141,2560,3202,0,0,0,0
965,20730,16,446,18227,2503,3146,0,0,0,0
966,20713,17,473,18270,2443,3078,0,0,0,0
967,20732,19,556,18150,2582,3254,0,0,0,0
968,20760,15,556,18402,2358,3030,0,0,0,0
969,20762,17,492,18313,2449,3204,0,0,0,0
970,20755,14,591,18299,2456,3168,0,0,0,0
971,20733,16,591,18053,2680,3502,0,0,0,0
972,20759,17,454,18237,2522,3256,0,0,0,0
973,20685,20,533,18259,2426,3094,0,0,0,0
974,20702,16,533,17961,2741,3488,0,0,0,0
975,20733,11,646,18320,2413,3022,0,0,0,0
976,20721,14,521,18310,2411,3068,0,0,0,0
977,20909,17,521,18445,2464,3180,0,0,0,0
978,20753,18,462,18081,2672,3498,0,0,0,0
979,20676,15,646,18085,2591,3190,0,0,0,0
980,20854,16,529,18412,2442,3264,0,0,0,0
981,20697,15,515,17909,2788,3456,0,0,0,0
982,20593,17,515,17988,2605,3210,0,0,0,0
983,20854,17,519,18220,2634,3462,0,0,0,0
984,20779,12,519,18303,2476,3094,0,0,0,0
985,20778,18,569,18284,2494,3260,0,0,0,0
986,20726,17,569,18159,2567,3196,0,0,0,0
987,20841,17,587,18364,2477,3174,0,0,0,0
988,20898,13,538,18630,2268,2978,0,0,0,0
989,20661,14,538,18170,2491,3126,0,0,0,0
990,20846,9,521,19127,1719,1934,0,0,1072,0
991,20693,12,521,18581,2112,2332,0,0,1050,0
992,20778,11,463,19121,1657,1878,0,0,1118,0
993,20681,9,403,19004,1677,1837,0,0,1337,0
994,20531,17,579,17880,2651,3160,0,0,0,0
995,20879,16,579,18554,2325,2968,0,0,0,0
996,20813,8,403,19217,1596,1793,0,0,1409,0
997,20795,10,534,18978,1817,2018,0,0,1266,0
998,20756,12,333,18852,1904,2140,0,0,1204,0
999,20730,10,403,19084,1646,1805,0,0,1095,0
1000,20664,10,463,18798,1866,2037,0,0,1135,0
1001,20717,9,393,18988,1729,1883,0,0,1083,0
1002,20940,21,506,18374,2566,3270,0,0,0,0
1003,20674,11,464,19007,1667,1834,0,0,1206,0
1004,20709,11,359,18996,1713,1893,0,0,1179,0
1005,20663,8,333,19158,1505,1640,0,0,1116,0
1006,20850,11,658,18258,2592,3219,0,0,307,0
1007,20787,15,658,18100,2687,3338,0,0,0,0
1008,20678,16,493,18125,2553,3192,0,0,0,0
1009,20694,15,593,17817,2877,3666,0,0,0,0
1010,20778,15,461,18385,2393,3034,0,0,0,0
1011,20727,17,387,18397,2330,2988,0,0,0,0
1012,20695,14,461,18341,2354,3076,0,0,0,0
1013,20728,15,505,18175,2553,3244,0,0,0,0
1014,20736,14,593,18102,2634,3394,0,0,0,0
1015,20741,17,457,18366,2375,3068,0,0,0,0
1016,20913,16,503,18518,2395,3126,0,0,0,0
1017,20735,12,531,18629,2106,2658,0,0,0,500
1018,20740,10,528,18669,2071,2554,0,0,0,466
1019,20812,17,514,18128,2684,3404,0,0,0,0
1020,20649,20,514,17904,2745,3414,0,0,0,0
1021,20767,11,462,18759,2008,2569,0,0,0,451
1022,20697,17,524,18208,2489,3188,0,0,0,0
1023,20760,14,643,18324,2436,3122,0,0,0,0
1024,20749,12,600,18664,2085,2688,0,0,0,340
1025,20704,14,643,18269,2435,3168,0,0,0,0
1026,20741,11,525,18700,2041,2608,0,0,0,400
1027,20642,9,548,18545,2097,2737,0,0,0,269
1028,20678,17,560,18305,2373,3034,0,0,0,0
1029,20879,12,560,18744,2135,2767,0,0,0,503
1030,20765,11,532,18562,2203,2814,0,0,0,290
1031,20712,15,524,18303,2409,3142,0,0,0,0
1032,20809,17,419,18399,2410,3056,0,0,0,0
1033,20646,11,582,18623,2023,2499,0,0,0,569
1034,20918,13,582,18925,1993,2671,0,0,0,357
1035,20736,14,560,18354,2382,3092,0,0,0,0
1036,20726,20,560,17932,2794,3460,0,0,0,0
1037,20755,16,624,18003,2752,3422,0,0,0,0
1038,20855,15,624,18520,2335,3130,0,0,0,0
1039,20810,19,541,18230,2580,3372,0,0,0,0
1040,20745,15,541,18416,2329,3136,0,0,0,0
1041,20737,20,504,18144,2593,3336,0,0,0,0
1042,20645,14,617,18236,2409,3090,0,0,0,0
1043,20724,14,617,18247,2477,3236,0,0,0,0
1044,20658,12,643,18258,2400,2962,0,0,0,366
1045,20839,17,458,18412,2427,3228,0,0,0,0
1046,20750,9,660,18705,2045,2623,0,0,0,329
1047,20791,12,643,18749,2042,2669,0,0,0,629
1048,20721,10,628,18780,1941,2482,0,0,0,518
1049,20748,14,594,18070,2678,3500,0,0,0,0
1050,20743,9,472,18713,2030,2562,0,0,0,362
1051,20707,9,528,18765,1942,2456,0,0,0,458
1052,20752,6,564,19104,1648,2090,0,0,0,954
1053,20761,14,455,18314,2447,3180,0,0,0,0
1054,20688,17,434,18123,2565,3304,0,0,0,0
1055,20781,13,457,18349,2432,3068,0,0,0,0
1056,20692,19,594,17874,2818,3516,0,0,0,0
1057,20712,14,482,18326,2386,3108,0,0,0,0
1058,20650,16,482,18254,2396,3044,0,0,0,0
